cliente_id,nombre,email,telefono,estado,fecha_registro,edad,genero,codigo_postal
7257.0,Ing. Alvaro Razo,ricardobeltran@example.net,(177)091-6947x811,Yucatán,2022-09-06,999.0,F,
7258.0,Minerva Carlota Quiñones,batistaestela@example.net,700.799.1408,Yucatán,2023-09-11,,,
7259.0,Mario Mota,luisa48@example.net,(065)957-7485x8191,Nuevo León,2025-03-30,-5.0,M,
7260.0,Lilia Antonia Alcántar,guevaracarlota@example.net,03354205559,Nuevo León,2021-12-09,-5.0,Otro,ABCDE
7261.0,Gabino Nieto,monroykarina@example.net,262.477.7867,Guanajuato,2023-07-19,67.0,Otro,
7262.0,Raquel García Lemus,yberrios@example.org,204.615.6400,CDMX,2024-08-12,33.0,,72530-8742
7263.0,Lic. Carlos Olivares,rpalomino@example.com,09035653244,Guanajuato,2022-05-07,-5.0,Otro,
7264.0,José María Leonardo Mireles,karmenta@example.com,(142)148-7135x80334,Yucatán,2022-08-26,999.0,M,
7265.0,Amanda Juana Paz,omar67@example.org,1-997-767-6378x955,CDMX,2023-01-08,-5.0,,
7266.0,Ilse Jáquez,lucas30@example.net,(227)205-2753x62407,Jalisco,2025-03-10,-5.0,M,
7267.0,Luis Antonio Roybal Durán,josgodinez@example.org,1-918-343-2651x95261,Querétaro,2021-10-22,999.0,Otro,46852
7268.0,Asunción Irma Rosas Lira,mauro37@example.net,(216)197-9592,Puebla,2024-11-12,39.0,,ABCDE
,Lic. Amelia Bernal,ceballosclemente@example.net,849-560-6673x19406,Estado de México,2022-04-28,-5.0,,
7270.0,Arturo Pantoja,rubencordova@example.com,09613735041,Estado de México,2025-11-08,-5.0,,37865-7352
7271.0,César Raúl Carrasco,knaranjo@example.net,647-289-2248x61052,CDMX,2024-03-17,,F,ABCDE
7272.0,Alonso Gerardo Peralta Urías,esmeraldaarriaga@example.org,(590)376-8076,Veracruz,2023-08-15,-5.0,Otro,ABCDE
7273.0,Luisa Chavarría Mota,pascualmontes@example.net,658.061.8309x7775,Veracruz,2025-04-07,999.0,,
7274.0,Andrea Antonia Altamirano,marisela06@example.net,1-309-789-8672,Estado de México,2022-09-23,,Otro,
7275.0,Lourdes Jurado,claudiocollazo@example.org,(447)957-5709x8791,Jalisco,2026-01-02,,,ABCDE
7276.0,Santiago Romo,franciscobenavides@example.org,602-687-6619x361,Nuevo León,2022-02-18,-5.0,,
7277.0,Lilia Jáquez Monroy,carlota98@example.net,089-620-6936x60233,Veracruz,2022-08-29,999.0,,70307
7278.0,Juan Carlos Martín Ferrer Campos,munozhoracio@example.com,(837)602-2012x42194,CDMX,2023-01-15,49.0,Otro,
7279.0,Pamela Carla Ávalos,imelgar@example.org,(417)519-1720,Estado de México,2024-09-06,-5.0,,
7280.0,Sr. Augusto Madrid,altamiranoluisa@example.org,1-226-487-2366x6862,Guanajuato,2023-02-06,-5.0,M,ABCDE
7281.0,Hugo Renato Cedillo,gserrato@example.net,1-868-110-0929x244,Guanajuato,2022-07-13,,,
7282.0,Ariadna Elsa Collazo,lucas39@example.net,(920)455-8409x705,Guanajuato,2024-01-10,999.0,M,
7283.0,Hilda Wendolin Alonso Jimínez,casanovabenjamin@example.org,05617050367,Estado de México,2022-04-02,,Otro,78271
7284.0,Jos Abreu,marcelazayas@example.net,+76(7)5284116975,Nuevo León,2025-07-18,999.0,,ABCDE
7285.0,Luis Miguel Federico Flores Olivo,amesa@example.com,(641)477-1188x3760,Querétaro,2026-02-13,57.0,,
7286.0,José Rodolfo Ulloa Ortega,vasquezberta@example.org,574.301.5499,Jalisco,2026-05-09,,F,ABCDE
7287.0,Nadia Longoria,gracielabenitez@example.com,1-736-695-9491,Nuevo León,2022-09-05,999.0,,
7288.0,Jorge Robledo,jesus55@example.org,(653)940-2157x5025,Puebla,2024-03-20,69.0,Otro,
7289.0,Silvia Medina Medina,trevinoanel@example.net,327.117.2543x42507,Jalisco,2023-01-17,,Otro,98550
7290.0,Dr. Oswaldo Otero,jaime69@example.net,025.574.1833,Veracruz,2021-11-21,58.0,M,
7291.0,Celia Hermelinda Estrada,miramontesguadalupe@example.org,1-497-675-9620x72399,Querétaro,2026-04-01,-5.0,,
7292.0,Anabel Elisa Reyes Piña,concepciontafoya@example.com,521.874.1526,Querétaro,2024-03-09,-5.0,,
7293.0,Ariadna Botello Villegas,jose-mariagollum@example.net,122.293.7887,Estado de México,2025-10-12,,M,ABCDE
7294.0,Sra. María del Carmen Bétancourt,epatino@example.net,647.096.4128x010,Yucatán,2024-11-08,,F,
7295.0,Carolina Zepeda Cabrera,alonsotimoteo@example.net,(163)110-7134x7886,Veracruz,2023-08-18,999.0,,97897
7296.0,Magdalena Alicia Rael,asolis@example.org,+06(4)8975909912,Yucatán,2025-01-14,-5.0,M,
7297.0,Gabriela Dolores Lerma Ordóñez,cantupamela@example.com,+64(7)6124345667,Jalisco,2023-07-29,999.0,M,
7298.0,Joaquín Bonilla Gutiérrez,jose-manuelvalenzuela@example.org,505.632.5458,Puebla,2024-07-27,999.0,M,
7299.0,Sr. Jerónimo Castañeda,evelio90@example.com,(044)715-0945,Estado de México,2026-03-12,999.0,,
7300.0,Ing. Julia Aguilar,valenciagabriel@example.net,502.984.9397x07664,Nuevo León,2022-10-08,999.0,,
7301.0,Ramiro Bravo,pugajos@example.org,1-085-166-7739,Puebla,2022-09-06,999.0,M,
7302.0,Alfredo Peralta,velasquezpablo@example.net,00927085403,Jalisco,2021-08-10,999.0,M,
7303.0,David Gerardo Zamudio,gaitanpilar@example.net,272-560-2578x0388,CDMX,2024-08-17,23.0,Otro,
7304.0,Joaquín Clemente Benavides Acosta,fnunez@example.com,1-373-982-0080x183,Yucatán,2022-03-05,30.0,M,92357-1061
7305.0,Marcos Arturo Peña Maestas,hdel-rio@example.org,032-936-5739x928,Estado de México,2024-10-21,,F,29484
7306.0,Lic. Agustín Loya,montenegrojose-manuel@example.org,1-996-610-7136,Nuevo León,2021-11-18,-5.0,M,91708-9050
7307.0,Eva Lebrón,ramon33@example.com,(539)959-3727,Puebla,2022-05-12,,F,ABCDE
7308.0,Abigail Verónica Griego,mitzy98@example.com,751-851-7344,Puebla,2025-08-29,49.0,F,01589
7309.0,Gabriela Arcelia Cervantes Cardona,fabiolahinojosa@example.net,208-637-4664,Puebla,2025-08-28,999.0,,
7310.0,María Elena Carrión,cintronliliana@example.net,1-324-498-4713x190,Jalisco,2022-09-05,,,
7311.0,María Elena Velasco,judith89@example.net,269.508.2511x522,Querétaro,2021-07-21,46.0,,ABCDE
7312.0,Dra. Josefina Calderón,ariadna44@example.com,1-161-373-5123x95997,Guanajuato,2023-11-12,,Otro,
7313.0,Dr. Mateo Montez,sergio86@example.org,554-025-5964x9243,CDMX,2024-03-19,,Otro,01329-9019
7314.0,Nancy Ulibarri,ana31@example.com,1-266-582-7820x525,Nuevo León,2025-06-12,,,ABCDE
7315.0,Dra. Martha Verdugo,rolonadela@example.org,060-671-5279,Querétaro,2023-11-11,-5.0,F,ABCDE
7316.0,Raúl Piña Carrillo,vallestrinidad@example.net,+70(6)4873693135,Querétaro,2025-06-22,35.0,Otro,ABCDE
7317.0,Ing. Virginia Serrato,cecilia20@example.net,1-620-973-9059x718,Yucatán,2022-11-30,,,ABCDE
7318.0,Clemente Cristian Puente Posada,aguirreariadna@example.net,1-157-863-4231,Guanajuato,2026-07-04,999.0,,
7319.0,Juan Carlos Negrete,modestomojica@example.net,+78(4)5877220948,Yucatán,2021-07-14,999.0,,
7320.0,Ing. Tania Ozuna,santiago11@example.org,103-530-3064x944,Querétaro,2022-07-30,,Otro,ABCDE
7321.0,Dalia Rosalia Pedraza Téllez,ybecerra@example.net,099-627-5173,Yucatán,2022-06-27,46.0,Otro,
7322.0,Alvaro Bruno Montaño,earteaga@example.org,1-245-597-3364,Guanajuato,2023-09-21,,,
7323.0,Lic. Porfirio Baeza,monicarivas@example.net,688-944-2008x359,Puebla,2023-08-18,-5.0,Otro,ABCDE
7324.0,Zacarías Rodolfo Arevalo Lovato,marcos01@example.com,491-857-1347x40504,Guanajuato,2025-09-09,,F,
7325.0,Ángela Itzel Solorio Miranda,kprieto@example.org,638-877-4373x40893,CDMX,2025-06-14,999.0,,04258
7326.0,Citlali Celia Villanueva Ballesteros,graciela85@example.com,(470)204-0186,Yucatán,2023-11-18,999.0,Otro,ABCDE
7327.0,Dolores María Leal Monroy,mercedes10@example.org,363-312-0191,Guanajuato,2024-10-24,44.0,M,
7328.0,Cristian Vallejo Mota,parranadia@example.org,+65(4)3864836216,Nuevo León,2023-02-12,,F,
7329.0,Alejandra Marisol Barela Varela,amartinez@example.org,909-535-4832,Querétaro,2022-06-14,999.0,F,
7330.0,David Quintero,fajardoamelia@example.net,1-351-568-8543x053,CDMX,2021-12-21,999.0,F,
7331.0,Ing. Iván Arteaga,zoe05@example.com,+20(2)9553428019,Veracruz,2024-12-30,-5.0,M,ABCDE
7332.0,Srita. Emilia Pichardo,peresestela@example.net,09994535911,Jalisco,2023-11-22,999.0,,
7333.0,Marcela Palomino Salcido,menaadan@example.com,132-076-3247x280,Yucatán,2023-12-08,999.0,,
7334.0,Sr. Fernando Anaya,sisnerosrafael@example.org,+08(0)1830518605,CDMX,2022-02-11,-5.0,Otro,ABCDE
7335.0,Darío Tovar Terrazas,aparicioalberto@example.com,(284)104-8086x2345,Estado de México,2022-08-30,999.0,,
7336.0,Sra. Aurora Peña,xvaldivia@example.net,262.246.0362,Veracruz,2025-09-27,999.0,,48060
7337.0,Zacarías León Ramos,aloya@example.com,+35(6)9425770816,CDMX,2026-03-11,-5.0,Otro,97306-7038
7338.0,Hugo Javier Quintero Beltrán,dbecerra@example.org,439-161-3234x23375,Nuevo León,2026-06-16,999.0,,
7339.0,Patricia Florencia Carranza Ortega,icoronado@example.net,+04(1)1687961621,Querétaro,2023-04-26,-5.0,F,ABCDE
7340.0,Sr. Óliver Durán,humberto95@example.org,700-239-4133x6975,Puebla,2023-01-18,999.0,M,
7341.0,Andrea Prado Montero,rcano@example.org,(706)860-2353,Guanajuato,2026-02-07,-5.0,,
7342.0,Yolanda Margarita Abreu,correo_mal_formado,246.891.1018,Puebla,2022-07-06,-5.0,Otro,
7343.0,Octavio Gerardo Quintanilla,juan-carlosrincon@example.net,918-221-6392,CDMX,2023-08-31,-5.0,F,55036
7344.0,Aurora Aranda Ornelas,evillagomez@example.com,1-977-917-7525,Yucatán,2022-05-21,999.0,Otro,ABCDE
7345.0,Rodrigo Hugo Cazares Espino,roldanfabiola@example.com,1-702-856-3541,Jalisco,2025-12-03,-5.0,F,16643
7346.0,Jacobo Cano Acosta,jose-eduardojuarez@example.org,07809164886,Puebla,2022-08-04,38.0,,90889
7347.0,Soledad Ruiz,elvira39@example.net,1-753-465-3430,Yucatán,2024-02-15,40.0,Otro,ABCDE
7348.0,Alberto Rufino Perales Vallejo,ineshernandes@example.net,(719)776-6654,Estado de México,2022-03-10,58.0,F,
7349.0,Ing. Alicia Preciado,amadortejeda@example.org,1-114-904-2280x28770,Estado de México,2024-02-06,-5.0,M,15855-1389
7350.0,Ing. Víctor Ceballos,renato11@example.com,(822)953-4939,Querétaro,2024-05-11,,F,ABCDE
7351.0,José María Fuentes,uguerrero@example.com,(038)049-6198x629,Guanajuato,2022-10-30,,F,ABCDE
7352.0,Julia Cintrón Tirado,enriquegallardo@example.com,(867)607-8549x273,CDMX,2026-02-24,-5.0,F,
7353.0,Gregorio Carrera,lilialedesma@example.net,1-014-184-8163x5172,Puebla,2022-12-25,53.0,M,ABCDE
7354.0,Sr. Bernabé Nevárez,benitoirizarry@example.com,+69(4)2183887866,CDMX,2025-01-04,65.0,,36599
7355.0,Lic. Socorro Mota,samuel91@example.org,1-420-619-9030x228,CDMX,2024-03-05,,F,78230
7356.0,Carolina Parra,bernardorolon@example.com,997-239-5175x0442,Yucatán,2022-03-13,-5.0,,
7357.0,Violeta Mayorga Prado,jose-carlosholguin@example.com,687.150.2274x87012,Guanajuato,2025-07-04,41.0,Otro,
7358.0,Inés Zavala,renequiroz@example.org,1-186-605-0979x1745,Veracruz,2025-04-12,,Otro,ABCDE
7359.0,Sra. Perla Fajardo,ignaciocoronado@example.org,576.181.5139,Jalisco,2023-04-01,-5.0,F,
7360.0,Emiliano Ramiro de la Torre,asuncionvelasco@example.org,(622)295-5534x6379,Yucatán,2023-03-31,,M,
7361.0,Francisco Javier Eric Huerta,isaacgarica@example.org,923-685-7046x11556,CDMX,2023-06-12,999.0,,
7362.0,Evelio Vicente Santana,jleon@example.net,02563037877,Jalisco,2021-10-07,32.0,,76784
7363.0,Octavio Maldonado,anelverdugo@example.net,649.416.4989x1654,CDMX,2026-01-27,,F,67223
7364.0,Jorge Gustavo Lovato,adela30@example.com,1-757-156-0025x460,Guanajuato,2022-12-18,999.0,Otro,
7365.0,Horacio Rael Mesa,espinoabraham@example.net,788.444.9850,Puebla,2026-01-11,999.0,M,
7366.0,Irma Navarrete Vaca,valenciaesther@example.net,223-401-3327x12533,Veracruz,2026-02-28,,M,
7367.0,Guillermo Manuel Ocasio,olivaresdiego@example.com,149-928-4571x646,Puebla,2025-09-08,,,
7368.0,Ing. Ramón Carbajal,mejiapascual@example.com,(693)546-5094x67096,Puebla,2023-12-29,69.0,F,ABCDE
7369.0,Marisol Francisca Ibarra Casillas,jcorrea@example.net,124.307.7632x06341,Guanajuato,2022-07-16,-5.0,,76606-2297
7370.0,Camila Mata Varela,maximilianoescobedo@example.org,(346)152-4745x8370,Nuevo León,2022-05-08,,,90772-1733
7371.0,Zoé Ana Luisa Robledo Miramontes,gilbertovillareal@example.org,02365517560,Guanajuato,2025-11-27,-5.0,,28061
7372.0,Elias Cristobal Enríquez Ojeda,hbarrientos@example.net,1-262-601-7092x5246,Guanajuato,2024-09-06,,Otro,ABCDE
7373.0,Gonzalo Ramón Fernández,judith29@example.com,+77(3)2731229801,Estado de México,2021-07-09,-5.0,F,ABCDE
7374.0,Abril Verónica Aguilar,tcintron@example.com,1-232-930-3985x9676,Veracruz,2023-04-11,26.0,F,ABCDE
7375.0,Felipe Avilés Haro,hmunguia@example.org,(980)184-0083x3723,Veracruz,2022-11-25,65.0,F,ABCDE
7376.0,Rufino Peña,leonorolvera@example.net,+21(7)8838894833,Estado de México,2026-01-10,25.0,M,
7377.0,Mario Ojeda,raul33@example.net,1-756-365-5572x984,Guanajuato,2023-12-16,999.0,M,ABCDE
7378.0,Angélica Soliz Razo,arguellonatividad@example.net,1-819-845-2231,CDMX,2021-12-01,999.0,M,52441
7379.0,Rubén Granados Nájera,uriel36@example.com,040-200-2824x88654,Nuevo León,2023-05-10,23.0,,ABCDE
7380.0,Helena Magdalena Valdés,xlerma@example.com,(835)989-7964x3153,Puebla,2022-11-24,,F,
7381.0,Abelardo Jasso Serna,qcaballero@example.com,316-027-8023x347,Puebla,2025-07-27,,F,62290
7382.0,María del Carmen Bermúdez,bsoria@example.org,1-306-773-2248,Estado de México,2025-03-15,-5.0,,
7383.0,Martín Tomás Jaime,fabiolabarraza@example.org,(581)181-1970,Jalisco,2025-06-12,999.0,Otro,ABCDE
7384.0,Carolina Arcelia Vélez Chavarría,velizdolores@example.com,(444)299-9218x7600,CDMX,2025-12-30,999.0,,
7385.0,Joaquín Joaquín Corrales Corrales,hmuniz@example.net,1-699-652-9721x84867,Puebla,2022-11-13,27.0,,
7386.0,Itzel Posada Jaramillo,marcos35@example.net,1-117-143-6072,CDMX,2023-01-31,-5.0,F,ABCDE
7387.0,Ing. Sergio Berríos,amelia73@example.net,1-892-033-4437,Querétaro,2024-09-06,-5.0,Otro,34355
7388.0,Miguel Galván,cesarrael@example.net,062-813-5281,CDMX,2024-06-06,27.0,Otro,64527
7389.0,Sra. Guillermina Merino,andrea23@example.net,774-006-7557x74075,Jalisco,2024-01-24,-5.0,,65249-1451
7390.0,Úrsula Palacios Suárez,luis-miguel14@example.org,1-505-158-0471x17569,Estado de México,2022-07-26,24.0,,
7391.0,Estela Granado,gabrielmaya@example.com,(160)099-0113x58018,Puebla,2024-10-08,999.0,Otro,
7392.0,Lic. María Saucedo,oliviarobles@example.org,044.593.1470x4620,Puebla,2021-10-17,,F,95218
7393.0,Emilio Bernabé Reyna Lugo,kmaldonado@example.org,477.304.4500,Estado de México,2026-05-21,-5.0,Otro,
7394.0,Reynaldo Lorenzo Franco Verdugo,josgaytan@example.net,+70(9)8861799540,Veracruz,2025-08-20,62.0,M,
7395.0,Isabela Luna Domínguez,fonsecasilvia@example.com,1-945-051-2038,Jalisco,2024-09-18,-5.0,F,ABCDE
7396.0,Lic. Maximiliano Limón,aida83@example.com,08187305205,Veracruz,2026-04-05,,M,ABCDE
7397.0,Patricia Merino Arteaga,vmascarenas@example.com,1-831-930-9967x0567,CDMX,2021-07-20,-5.0,,57690-4166
7398.0,Ing. Ana Uribe,ramon09@example.net,(865)931-3117x80749,Jalisco,2025-01-15,,Otro,
7399.0,Alfredo Casas,ana-luisaguillen@example.net,1-377-804-4358,Yucatán,2024-10-27,,F,ABCDE
7400.0,Carolina Soledad Castillo Quiñónez,golivares@example.com,(093)464-8923,Jalisco,2022-12-26,-5.0,,79128-3287
7401.0,Karla Archuleta Bravo,ursula78@example.org,1-723-293-1549x21666,Veracruz,2022-05-02,999.0,Otro,37251-3471
7402.0,Lic. Hernán Barajas,qbarrios@example.net,945.247.4712x76912,Estado de México,2026-01-13,56.0,,
7403.0,Dra. Julia Urbina,minervazambrano@example.com,1-563-960-3846x90183,Puebla,2022-12-18,19.0,M,
7404.0,Miguel Ángel Modesto Nazario,leonardo61@example.net,06120801115,Estado de México,2023-10-26,75.0,,
7405.0,Srita. Nancy Arriaga,ngamboa@example.org,952.805.3999x260,Puebla,2021-07-08,63.0,,
7406.0,Carlos Alba Alarcón,carla19@example.org,(460)912-6136,Guanajuato,2024-06-06,999.0,M,
7407.0,Lic. Ramiro Altamirano,hugoduenas@example.net,440-116-3111,Querétaro,2023-08-30,999.0,Otro,
7408.0,Lic. Diana Mireles,rivasofelia@example.net,04182392465,Estado de México,2024-11-02,,Otro,
7409.0,Ing. Eloy Linares,espartacoanaya@example.org,(478)839-6728x19282,Estado de México,2022-11-11,47.0,,ABCDE
7410.0,Aurora Soledad Collado,marco-antoniogaitan@example.com,297-654-5403x51145,Estado de México,2022-12-12,-5.0,,
7411.0,Armando Rufino Vigil Heredia,soledad84@example.net,+18(1)7049529530,CDMX,2022-08-26,-5.0,,
7412.0,Ángela Cortez Rivero,angela78@example.org,+32(3)4561754105,Nuevo León,2021-09-29,46.0,,
7413.0,Óscar Zamudio Navarrete,oroscoabigail@example.com,(061)795-3094x021,Guanajuato,2022-12-13,,,20676-7341
,José María Gregorio Malave,jiminezdelia@example.org,1-459-215-3472,Jalisco,2023-05-28,999.0,,63361
7415.0,Yolanda Pelayo,lealguillermina@example.net,1-106-964-9040,Jalisco,2025-01-01,,,43656
7416.0,Julio César Gracia Cadena,elviafigueroa@example.com,1-172-412-7861x68705,Jalisco,2024-10-14,-5.0,,38484-5200
7417.0,Dra. Tania Holguín,kmontanez@example.com,996-990-6684x22230,Yucatán,2024-12-20,999.0,M,02492-9165
7418.0,Rodrigo Armendáriz Carrero,vsalcedo@example.com,(135)528-8629x79403,Puebla,2023-08-11,999.0,,
7419.0,Lucía Roldán Barrios,dbarrios@example.com,334-933-4569,Yucatán,2024-11-15,-5.0,,ABCDE
7420.0,Sonia Graciela Osorio Valdivia,augustobriones@example.org,955-589-4197x42233,Veracruz,2022-10-03,999.0,,26929
7421.0,Zacarías Marco Antonio Chávez Domínguez,vmena@example.com,(841)672-4532x656,Jalisco,2025-10-16,999.0,F,ABCDE
7422.0,Flavio Urías Márquez,modestoresendez@example.net,059.938.0866,Yucatán,2023-04-03,26.0,M,
7423.0,Eloy Raya,arincon@example.com,08166133222,Guanajuato,2022-03-28,999.0,Otro,ABCDE
7424.0,Isaac Jonás Ceballos,joaquin06@example.net,994.033.3625x2031,CDMX,2026-01-21,999.0,F,
7425.0,Ernesto Emilio del Río,mcasanova@example.com,(197)487-0864,Estado de México,2023-03-17,42.0,,
7426.0,Magdalena Lorena Fernández,hbetancourt@example.net,+58(9)8091344430,Nuevo León,2025-01-17,-5.0,M,
7427.0,Darío Negrón,micaelaverduzco@example.org,485-972-6320,Estado de México,2025-08-28,,,ABCDE
7428.0,José Luis José Contreras,rodrigo09@example.org,970-444-1645x16390,Querétaro,2025-04-03,,Otro,05182
7429.0,Gabriel Rosales Lara,salmamejia@example.com,794.348.8032x95649,CDMX,2025-10-21,-5.0,M,ABCDE
7430.0,Roberto Bernardo Quesada,oliverbarreto@example.com,1-468-693-5176,Veracruz,2026-06-01,-5.0,,ABCDE
7431.0,Srita. Leticia Mares,mauroabreu@example.com,612-558-6244,Veracruz,2023-04-20,-5.0,,23207-7481
7432.0,Srita. Luz Carrillo,vallesmauricio@example.com,774.292.4883,Yucatán,2021-12-25,26.0,,ABCDE
7433.0,Wendolin Delgado,eulloa@example.net,1-510-677-6109,Querétaro,2024-05-22,999.0,Otro,ABCDE
7434.0,Gustavo Bernardo Hernádez Espinosa,margaritabeltran@example.net,(928)502-8133x466,Veracruz,2022-10-07,,Otro,
7435.0,Blanca Barbara Orta,matiasgonzalo@example.com,09436424265,Yucatán,2023-03-07,,,
7436.0,Claudia Viera Quesada,guevaramonica@example.com,812.207.3115x076,Estado de México,2025-06-27,999.0,M,
7437.0,Cornelio Jorge Luis Riojas,citlali91@example.com,269-474-3911x1340,Estado de México,2025-02-04,27.0,M,
7438.0,Natividad de la Crúz Orellana,dvazquez@example.org,01219503263,CDMX,2022-10-21,999.0,Otro,ABCDE
7439.0,Dr. Enrique Duarte,ignacio42@example.com,644-538-9896x756,Jalisco,2021-10-14,999.0,,20399-7626
7440.0,Gabriel Alvaro Altamirano,gerardomeraz@example.org,1-665-691-4367,Jalisco,2026-05-02,999.0,,
7441.0,José Emilio Martínez,yolandanava@example.org,024.815.5112x48981,Puebla,2025-11-21,,M,
7442.0,Rufino Abel Trujillo,sanchesmercedes@example.net,1-162-769-3466x5243,Jalisco,2026-02-07,999.0,,
7443.0,Aurelio Felix Quiñónez,emarin@example.net,316.143.3093x68412,CDMX,2021-11-15,999.0,,
7444.0,Dr. Lucas Saavedra,quintanamonica@example.com,05012549001,Yucatán,2024-11-06,999.0,Otro,
7445.0,Abril Magdalena Bustamante,cristalperales@example.net,815-465-4917x542,Puebla,2025-11-19,-5.0,F,ABCDE
7446.0,Sr. Rafaél Cordero,helenazepeda@example.net,03471868906,Nuevo León,2026-04-01,,,
7447.0,Nayeli Leyva,carbajaljuan@example.com,+73(2)1498750035,Yucatán,2021-11-27,-5.0,,71470
7448.0,Sr. Clemente Zavala,diana00@example.net,114-489-2541,Jalisco,2022-04-08,,,
7449.0,Esparta Cantú Vera,noriegaestefania@example.net,711.204.5454x8541,Querétaro,2023-04-24,-5.0,M,ABCDE
7450.0,Emilia Padilla,ipacheco@example.com,1-093-883-4443,Puebla,2021-11-14,,F,
7451.0,Lic. Genaro Carrión,guzmanalonso@example.org,(197)310-6998x6676,Puebla,2021-10-18,999.0,,ABCDE
7452.0,Estela Eva Carmona,mariaalonzo@example.org,459-506-7425x409,Estado de México,2023-03-01,75.0,F,
7453.0,Carlos Gonzalo Zapata,anabelsolis@example.org,968.561.4607,Veracruz,2023-10-02,41.0,Otro,
7454.0,Javier Bueno Sanches,lromo@example.net,206.823.9511x260,Veracruz,2024-08-07,999.0,,13758
7455.0,Lic. Isabel Lugo,alejandra85@example.org,(761)116-3373,Veracruz,2025-04-22,,M,
7456.0,Maximiliano Rojas Piña,joaquinde-la-rosa@example.org,579.360.5468x26372,Querétaro,2022-05-08,-5.0,Otro,
7457.0,Alfredo Aldo Urbina,juan75@example.com,(768)574-2091x701,Estado de México,2024-10-26,33.0,M,
7458.0,Itzel Beatriz Rolón,gtoledo@example.com,1-879-317-7626,Veracruz,2023-06-20,40.0,,
7459.0,Modesto Lucas Esquibel,nievesmariana@example.com,1-975-846-0263x11313,Veracruz,2024-04-25,28.0,,
7460.0,Clara Marisol Aguirre,marquezyuridia@example.org,08608443982,Yucatán,2022-02-18,,,
7461.0,Sr. Reynaldo Tamayo,teodoropedroza@example.net,1-676-075-3235,Veracruz,2023-04-08,-5.0,,
7462.0,Benito Ortega Moya,elvira44@example.com,+31(2)0412098498,Querétaro,2021-09-23,,,21910-2113
7463.0,Clara Cynthia Ramírez Gallegos,ianguiano@example.org,607.425.0266x52686,Guanajuato,2024-11-15,999.0,,68734
7464.0,Andrés Oswaldo Olvera Orta,yrosado@example.net,452-823-7271x3237,Yucatán,2026-01-31,-5.0,Otro,58383-2460
7465.0,Lic. Rubén Ramírez,grobledo@example.com,514.624.7501x08158,Guanajuato,2026-04-20,-5.0,F,
7466.0,Antonia Lira,homero47@example.org,00568197259,Querétaro,2023-08-23,69.0,M,80772
7467.0,Arcelia Ofelia Urías,qverdugo@example.com,465-233-1070x11628,CDMX,2025-06-21,,,ABCDE
7468.0,Santiago Jos Orellana Díaz,abigailolmos@example.com,00737204797,Querétaro,2024-01-21,,Otro,
7469.0,Srita. Florencia Puga,ivonnemoya@example.org,1-442-248-6289,Nuevo León,2022-04-14,25.0,M,53507-4730
7470.0,Berta Reyes Menchaca,espartafierro@example.org,(071)804-8249x36305,Yucatán,2023-06-15,999.0,,35940
7471.0,Natalia Garza Chavarría,citlaliontiveros@example.com,1-759-628-1375,Puebla,2026-06-25,,Otro,ABCDE
7472.0,Nadia Ana Luisa Alonzo Limón,herediasandra@example.com,(518)301-4499x0319,Estado de México,2024-10-07,-5.0,,20778
7473.0,Abel Aldo Montañez Romo,fajardoesperanza@example.com,1-662-233-3404x355,Jalisco,2023-04-12,-5.0,,75053
7474.0,Marisol Delgado Ramírez,vallesara@example.net,1-904-232-7513x29166,Puebla,2025-11-14,999.0,Otro,ABCDE
7475.0,Sr. Camilo Ramón,gsolano@example.org,723.523.2696x73906,CDMX,2025-05-19,59.0,,
7476.0,Sra. Paola Gonzales,roybalminerva@example.org,147.782.9544x08980,Nuevo León,2025-08-03,,Otro,
7477.0,Jorge Luis Irizarry Casanova,probles@example.com,(160)760-3798x79422,Estado de México,2023-05-02,999.0,F,83248
7478.0,Hernán Saavedra,agustin65@example.org,652-320-2471,Nuevo León,2026-05-26,,Otro,
7479.0,Tomás Rivero,santiago97@example.net,037-837-7491,Guanajuato,2025-06-03,,F,
7480.0,Irene Cervantes,yespinal@example.org,1-957-054-0051x4385,Querétaro,2025-11-11,999.0,M,ABCDE
7481.0,Óscar Ortega,marcos48@example.com,1-523-839-6482,Puebla,2022-04-27,-5.0,F,
7482.0,Isaac Guerra,gallegosmario@example.net,1-484-352-6817x460,Guanajuato,2025-03-02,42.0,,
7483.0,Pilar Elizondo,resendezjose-carlos@example.org,911.194.6269,Querétaro,2023-03-13,48.0,M,ABCDE
7484.0,Alberto Oswaldo Paz Leiva,noquendo@example.net,+12(0)6943034333,CDMX,2021-07-08,,,25538
7485.0,Berta Abrego Garica,angelahuerta@example.net,06936028327,CDMX,2022-10-12,-5.0,M,ABCDE
7486.0,Dra. Úrsula Guerrero,uduarte@example.com,322-245-9153,Puebla,2024-09-16,,M,
7487.0,Clemente Alberto Saiz Alvarado,pvega@example.com,071-340-6228x725,Jalisco,2021-09-06,,M,
7488.0,Adalberto Padilla Méndez,jaqueline25@example.com,+32(5)4287295520,Nuevo León,2025-12-30,36.0,,
7489.0,Abelardo Carrero,maurosolorzano@example.org,334-607-5630,Guanajuato,2023-03-11,999.0,,89900-7449
7490.0,Daniel Sánchez Arredondo,hguardado@example.net,+75(1)7929123701,Estado de México,2025-03-21,-5.0,M,
7491.0,Esperanza Eugenia Serna,knavarrete@example.com,05291481860,Querétaro,2023-06-01,,F,
